i,p,dist_m,uncovered,cluster_solved,lat_i,lon_i,cluster_i,w_i,lat_p,lon_p,cluster_p
0,,,1,3,25.673922394569274,-100.26018103163665,3,87.98371015941264,,,
1,41.0,187.78424085492688,0,3,25.6737808304342,-100.25258657131378,3,120.37812306178435,25.67269733216301,-100.25179895882799,3.0
17,,,1,3,25.66103880150343,-100.26465996647427,3,119.53291085537641,,,
27,2874.0,178.69252785777547,0,3,25.679208848550502,-100.2533666511918,3,58.79856523369483,25.677174770063598,-100.25333590548303,3.0
37,5.0,306.5887789516026,0,3,25.670594341708785,-100.26209957052522,3,66.48449951494729,25.669492303149347,-100.26280809585057,3.0
39,,,1,3,25.67600360217926,-100.26368451019452,3,18.585088640274495,,,
54,,,1,3,25.686610536235133,-100.26014848632755,3,99.63412208738436,,,
78,2567.0,220.14926557796747,0,3,25.662168134022387,-100.27515905233194,3,312.2599971689927,25.6629822717345,-100.27393721508314,3.0
79,11.0,309.47618612663524,0,3,25.67459759009976,-100.26866912781239,3,76.16347001482598,25.673523593022477,-100.26994056964946,3.0
86,,,1,3,25.667496827281628,-100.27823991481277,3,39.808453849629025,,,
92,156.0,202.6545700031923,0,3,25.673032489911417,-100.26663727150326,3,13.489903977863271,25.67258082671206,-100.26503020384384,3.0
98,,,1,3,25.668562368784325,-100.26821964775351,3,125.98203274504961,,,
104,,,1,3,25.671236815162068,-100.27330198564017,3,79.75837246877532,,,
114,1864.0,340.50651063546127,0,3,25.660395533829846,-100.2816994800599,3,211.60576699575486,25.661478409527653,-100.28115909376722,3.0
118,,,1,3,25.68030305924125,-100.26982723374485,3,93.41309405594704,,,
124,,,1,3,25.67080128724292,-100.26754549582886,3,61.16484891934928,,,
142,156.0,0.0,0,3,25.67258082671206,-100.26503020384384,3,45.84468005398318,25.67258082671206,-100.26503020384384,3.0
150,2567.0,185.1816451394262,0,3,25.662953224102615,-100.2760027402421,3,252.18539889698727,25.6629822717345,-100.27393721508314,3.0
159,,,1,3,25.6690328162801,-100.26822515702331,3,71.4772859047906,,,
164,2105.0,149.7247012130297,0,3,25.667855994934442,-100.2706207941841,3,169.27817092165262,25.66785570126679,-100.26914432870288,3.0
167,,,1,3,25.663637496667672,-100.26614660359259,3,134.40271414895474,,,
172,,,1,3,25.672349825128556,-100.24670391626282,3,30.61624533240307,,,
188,,,1,3,25.66904276661709,-100.27949380475074,3,63.434247930006784,,,
191,2567.0,153.7702729485144,0,3,25.66337093685076,-100.27584108138866,3,90.16353644211517,25.6629822717345,-100.27393721508314,3.0
207,2858.0,180.7537823504435,0,3,25.676956909925824,-100.26997693157476,3,207.7163771348746,25.677684342215812,-100.27116512059479,3.0
209,14.0,254.74178047385166,0,3,25.675955781826406,-100.26850809565131,3,67.38383787306034,25.675969485020026,-100.26647713009457,3.0
216,,,1,3,25.667822107588876,-100.26637768107213,3,155.03968617913011,,,
218,29.0,168.70009006128126,0,3,25.677748471067396,-100.26628446610876,3,65.27755057313072,25.678257734263276,-100.26770424519577,3.0
225,64.0,77.24965770256816,0,3,25.6667238689692,-100.28465756292223,3,67.74348038729032,25.667595313373354,-100.28480192284076,3.0
235,,,1,3,25.683105708853557,-100.25789934458702,3,147.6101931050334,,,
252,,,1,3,25.665954594938505,-100.27760820151752,3,73.94203404198286,,,
254,41.0,355.0533413210079,0,3,25.673642546741817,-100.24996089730642,3,173.63877784536115,25.67269733216301,-100.25179895882799,3.0
255,,,1,3,25.65715704926517,-100.2835633321592,3,6.06234770567756,,,
266,,,1,3,25.667106265454077,-100.27949878039996,3,97.06575388883726,,,
268,,,1,3,25.660920165657302,-100.2818914957723,3,137.084117985128,,,
271,,,1,3,25.657644655219887,-100.28117888563574,3,43.08951533157211,,,
273,,,1,3,25.66580475006095,-100.26255009786522,3,865.522862633838,,,
278,29.0,198.22246447647717,0,3,25.679041472015363,-100.26626799039916,3,87.60452890194779,25.678257734263276,-100.26770424519577,3.0
287,3063.0,204.39583748785492,0,3,25.663449071381052,-100.2687464541238,3,67.92789424841712,25.662828247441897,-100.27016236227469,3.0
294,1864.0,352.9758446239807,0,3,25.661382562907182,-100.2773642256358,3,82.46445141723333,25.661478409527653,-100.28115909376722,3.0
296,,,1,3,25.67184423532181,-100.27707972098428,3,45.75688943206709,,,
301,,,1,3,25.664874378829346,-100.28147089193618,3,4.557059416457805,,,
313,,,1,3,25.685557424407268,-100.2594078643562,3,28.699786534941737,,,
