i,p,dist_m,uncovered,cluster_solved,lat_i,lon_i,cluster_i,w_i,lat_p,lon_p,cluster_p
2,61.0,294.0924596025242,0,2,25.65762508190836,-100.31449217518016,2,59.824947381595756,25.65842373950718,-100.31634520184268,2.0
8,,,1,2,25.659165502387882,-100.30491460807461,2,57.43366031215797,,,
13,4.0,99.80497013989623,0,2,25.660753489887856,-100.31894731058183,2,21.659422439983803,25.66163391021485,-100.31877174671723,2.0
15,,,1,2,25.653228233676153,-100.30901491680966,2,24.971531143154685,,,
21,0.0,0.0,0,2,25.661801489211562,-100.31972100292437,2,46.43349586781515,25.661801489211562,-100.31972100292437,2.0
22,,,1,2,25.658721761639026,-100.28699598833705,2,152.40617684187256,,,
35,,,1,2,25.64435463743869,-100.29348049610424,2,0.0,,,
41,2812.0,311.70183240245234,0,2,25.647067249701227,-100.30683045215463,2,73.67221566923305,25.644720651262958,-100.30844883296626,2.0
42,23.0,293.6697746338175,0,2,25.665792510124053,-100.29931349688285,2,66.03449327690373,25.663673086488718,-100.30004352180397,2.0
45,,,1,2,25.65069329089973,-100.2739893800924,2,70.48215707991184,,,
48,6.0,128.51792377924443,0,2,25.66299677228721,-100.32163417975748,2,205.564672424447,25.662168047427315,-100.3218002524164,2.0
49,1325.0,95.5551501665083,0,2,25.656577137823973,-100.32302654547365,2,530.4421168115208,25.656928158982105,-100.32368560581129,2.0
50,65.0,294.87333766947916,0,2,25.648627238753182,-100.29669280651635,2,105.53686639549763,25.64670175046254,-100.29490501231234,2.0
51,2836.0,315.9238796100042,0,2,25.64996382839122,-100.30042106764795,2,152.32883340963053,25.650411480682546,-100.30169663878227,2.0
52,45.0,356.7401159040977,0,2,25.6583121917699,-100.30025577562654,2,84.08592180242334,25.655987831844968,-100.30273794811283,2.0
57,,,1,2,25.65436349726391,-100.32127288104913,2,75.87188923231847,,,
58,,,1,2,25.655373109802042,-100.29435899937242,2,114.54545261202689,,,
60,1477.0,110.50843387045563,0,2,25.65153578456799,-100.28274452632492,2,143.64408174360904,25.65054041114795,-100.28254277315588,2.0
61,162.0,217.93666903197226,0,2,25.649784030368277,-100.31527022369661,2,32.55315184241091,25.65016576581614,-100.31499546275849,2.0
63,,,1,2,25.65926897694805,-100.32637412073095,2,73.81235768546604,,,
65,,,1,2,25.635752247832652,-100.32410761578375,2,60.70990766170619,,,
66,0.0,247.8026595516671,0,2,25.662369942066448,-100.31760560452896,2,83.38078896304978,25.661801489211562,-100.31972100292437,2.0
67,45.0,298.80531383900876,0,2,25.65757057989746,-100.30140155980688,2,45.25146783575687,25.655987831844968,-100.30273794811283,2.0
68,,,1,2,25.6681013509718,-100.29153887693703,2,161.84918736957647,,,
69,61.0,48.72374207985562,0,2,25.659323185495552,-100.3161675196583,2,45.571450615706816,25.65842373950718,-100.31634520184268,2.0
72,,,1,2,25.64814337982495,-100.28229331723175,2,197.48019647484494,,,
77,31.0,262.1154927190489,0,2,25.646137244835643,-100.29765901234428,2,59.561795256175294,25.644049115463755,-100.29667941363896,2.0
93,16.0,206.05545393855468,0,2,25.66012695640993,-100.28884724471747,2,132.36036052768125,25.660601360634768,-100.2908368239453,2.0
97,,,1,2,25.649500614849014,-100.31047092831807,2,132.17830950303258,,,
99,,,1,2,25.65410322576809,-100.31111839649125,2,155.38261750310687,,,
101,9.0,344.77961443611935,0,2,25.659695227518156,-100.30550949861576,2,22.700827711039373,25.660933820891824,-100.30461242195977,2.0
103,,,1,2,25.651875961916584,-100.29586273085317,2,60.350768376393596,,,
105,2.0,0.0,0,2,25.658431996285145,-100.3112436615452,2,86.94562331956146,25.658431996285145,-100.3112436615452,2.0
