study_area,D_MAX_calibrated,S_MIN_calibrated,beta_calibrated,proposed_coverage_rate,global_pmedian_coverage_rate,coverage_retention_vs_global,proposed_runtime_s,global_pmedian_runtime_s,runtime_reduction_vs_global,proposed_weighted_mean_dist_m,global_pmedian_weighted_dist_m,weighted_distance_diff_m
student,300.0,200.0,0.1,0.4777,0.4783,0.9987,27.52,76.31,0.6394,227.78,228.99,-1.21
