"CVEGEO","CVE_ENT","NOM_ENT","CVE_MUN","NOM_MUN","CVE_LOC","NOM_LOC","CVE_AGEB","CVE_MZA","POBTOT","POBFEM","POBMAS","POB0_14","POB0_14_P","P15A29A","P15A29A_P","P30A59A","P30A59A_P","P_60YMAS","P_60YMAS_P","P_CD_T","P_CD_P","GRAPROES","GRAPROES_F","GRAPROES_M","VIVTOT","VIVPAR","VIVPAR_P","TVIPAHAB","TVIPAHAB_P","VIVNOHAB","VIVNOHAB_P","PROM_OCUP","PRO_OCUP_C","V3MASOCU","V3MASOCU_P","VPH_PIDT","VPH_PIDT_P","VPH_C_EL","VPH_C_EL_P","VPH_EXSA","VPH_EXSA_P","VPH_DREN","VPH_DREN_P","RECUCALL_C","RAMPAS_C","PASOPEAT_C","BANQUETA_C","GUARNICI_C","CICLOVIA_C","CICLOCAR_C","ALUMPUB_C","LETRERO_C","TELPUB_C","ARBOLES_C","DRENAJEP_C","TRANSCOL_C","ACESOPER_C","ACESOAUT_C","PUESSEMI_C","PUESAMBU_C","RECUCALL_D","RAMPAS_D","BANQUETA_D","GUARNICI_D","ALUMPUB_D","LETRERO_D","TELPUB_D","ARBOLES_D","DRENAJEP_D","TRANSCOL_D","ACESOPER_D","ACESOAUT_D","PUESSEMI_D","PUESAMBU_D","FECHA_POLI","FECHA_INF"
"0901500010964002","09","Ciudad de México","015","Cuauhtémoc","0001","Cuauhtémoc","0964","002","471","250","221","86","18.26","115","24.42","195","41.4","75","15.92","35","7.43","11.81","11.6","12.03","178","178","100.0","157","88.2","21","11.8","3.0","0.85","5","3.21","156","100.0","156","100.0","156","100.0","156","100.0","1","3","2","1","1","3","3","1","1","1","2","1","2","3","3","2","2","Todas las vialidades","Ninguna vialidad","Todas las vialidades","Todas las vialidades","Todas las vialidades","Todas las vialidades","Todas las vialidades","Alguna vialidad","Todas las vialidades","Alguna vialidad","Restricción en ninguna vialidad","Restricción en ninguna vialidad","Alguna vialidad","Alguna vialidad","2020","2020"
"0901500010790012","09","Ciudad de México","015","Cuauhtémoc","0001","Cuauhtémoc","0790","012","12","7","5","-1","8.33","-1","8.33","8","66.67","-1","16.67","-1","8.33","16.18","15.17","17.4","9","9","100.0","7","77.78","-1","22.22","1.71","0.55","0","0.0","7","100.0","7","100.0","7","100.0","7","100.0","1","2","1","1","1","3","3","1","1","3","1","1","3","3","3","2","2","Todas las vialidades","Alguna vialidad","Todas las vialidades","Todas las vialidades","Todas las vialidades","Todas las vialidades","Ninguna vialidad","Todas las vialidades","Todas las vialidades","Ninguna vialidad","Restricción en ninguna vialidad","Restricción en ninguna vialidad","Alguna vialidad","Alguna vialidad","2020","2020"
"0901600010815005","09","Ciudad de México","016","Miguel Hidalgo","0001","Miguel Hidalgo","0815","005","123","61","62","23","18.7","29","23.58","52","42.28","19","15.45","7","5.69","12.21","12.21","12.21","35","35","100.0","31","88.57","4","11.43","3.97","0.88","0","0.0","31","100.0","31","100.0","31","100.0","31","100.0","1","1","1","1","1","3","3","2","2","2","2","1","2","3","3","3","3","Todas las vialidades","Todas las vialidades","Todas las vialidades","Todas las vialidades","Alguna vialidad","Alguna vialidad","Alguna vialidad","Alguna vialidad","Todas las vialidades","Alguna vialidad","Restricción en ninguna vialidad","Restricción en ninguna vialidad","Ninguna vialidad","Ninguna vialidad","2020","2020"
"0901600010798003","09","Ciudad de México","016","Miguel Hidalgo","0001","Miguel Hidalgo","0798","003","0","0","0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0.0","0.0","0.0","0","0","0.0","0","0.0","0","0.0","0.0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","1","1","3","1","1","3","3","1","2","3","1","1","3","3","3","3","3","Todas las vialidades","Todas las vialidades","Todas las vialidades","Todas las vialidades","Todas las vialidades","Alguna vialidad","Ninguna vialidad","Todas las vialidades","Todas las vialidades","Ninguna vialidad","Restricción en ninguna vialidad","Restricción en ninguna vialidad","Ninguna vialidad","Ninguna vialidad","2020","2020"
"0901600010548014","09","Ciudad de México","016","Miguel Hidalgo","0001","Miguel Hidalgo","0548","014","60","33","27","9","15.0","5","8.33","33","55.0","13","21.67","-1","3.33","15.06","13.9","16.59","35","35","100.0","27","77.14","8","22.86","2.22","0.53","0","0.0","27","100.0","27","100.0","27","100.0","27","100.0","1","1","1","1","1","3","2","2","2","3","1","1","2","3","3","3","3","Todas las vialidades","Todas las vialidades","Todas las vialidades","Todas las vialidades","Alguna vialidad","Alguna vialidad","Ninguna vialidad","Todas las vialidades","Todas las vialidades","Alguna vialidad","Restricción en ninguna vialidad","Restricción en ninguna vialidad","Ninguna vialidad","Ninguna vialidad","2020","2020"
"0901600011052029","09","Ciudad de México","016","Miguel Hidalgo","0001","Miguel Hidalgo","1052","029","49","28","21","8","16.33","13","26.53","20","40.82","8","16.33","0","0.0","14.39","14.21","14.65","17","17","100.0","15","88.24","-1","11.76","3.27","0.5","0","0.0","15","100.0","15","100.0","15","100.0","15","100.0","1","3","1","1","1","3","3","1","2","3","1","2","3","3","3","3","3","Todas las vialidades","Ninguna vialidad","Todas las vialidades","Todas las vialidades","Todas las vialidades","Alguna vialidad","Ninguna vialidad","Todas las vialidades","Alguna vialidad","Ninguna vialidad","Restricción en ninguna vialidad","Restricción en ninguna vialidad","Ninguna vialidad","Ninguna vialidad","2020","2020"
"0901600010800023","09","Ciudad de México","016","Miguel Hidalgo","0001","Miguel Hidalgo","0800","023","54","26","28","11","20.37","11","20.37","31","57.41","-1","-1.0","-1","-1.0","14.26","13.7","14.74","20","20","100.0","17","85.0","3","15.0","3.18","0.81","0","0.0","17","100.0","17","100.0","17","100.0","17","100.0","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","Conjunto habitacional","Conjunto habitacional","Conjunto habitacional","Conjunto habitacional","Conjunto habitacional","Conjunto habitacional","Conjunto habitacional","Conjunto habitacional","Conjunto habitacional","Conjunto habitacional","Conjunto habitacional","Conjunto habitacional","Conjunto habitacional","Conjunto habitacional","2020","2020"
"0901600010603025","09","Ciudad de México","016","Miguel Hidalgo","0001","Miguel Hidalgo","0603","025","76","37","39","8","10.53","20","26.32","34","44.74","14","18.42","4","5.26","14.54","14.72","14.34","36","36","100.0","30","83.33","6","16.67","2.53","0.64","0","0.0","30","100.0","30","100.0","30","100.0","30","100.0","1","2","2","1","1","3","3","1","1","2","1","1","2","3","3","3","3","Todas las vialidades","Alguna vialidad","Todas las vialidades","Todas las vialidades","Todas las vialidades","Todas las vialidades","Alguna vialidad","Todas las vialidades","Todas las vialidades","Alguna vialidad","Restricción en ninguna vialidad","Restricción en ninguna vialidad","Ninguna vialidad","Ninguna vialidad","2020","2020"
"0901600010783028","09","Ciudad de México","016","Miguel Hidalgo","0001","Miguel Hidalgo","0783","028","0","0","0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0.0","0.0","0.0","0","0","0.0","0","0.0","0","0.0","0.0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","1","3","2","3","1","3","3","3","3","3","1","2","3","3","3","3","3","Todas las vialidades","Ninguna vialidad","Ninguna vialidad","Todas las vialidades","Ninguna vialidad","Ninguna vialidad","Ninguna vialidad","Todas las vialidades","Alguna vialidad","Ninguna vialidad","Restricción en ninguna vialidad","Restricción en ninguna vialidad","Ninguna vialidad","Ninguna vialidad","2020","2020"
"0901600010995021","09","Ciudad de México","016","Miguel Hidalgo","0001","Miguel Hidalgo","0995","021","75","43","32","-1","2.67","15","20.0","36","48.0","22","29.33","9","12.0","12.66","12.05","13.44","29","29","100.0","27","93.1","-1","6.9","2.78","0.63","0","0.0","27","100.0","27","100.0","27","100.0","27","100.0","1","1","1","1","1","3","3","1","2","3","2","2","3","3","3","3","3","Todas las vialidades","Todas las vialidades","Todas las vialidades","Todas las vialidades","Todas las vialidades","Alguna vialidad","Ninguna vialidad","Alguna vialidad","Alguna vialidad","Ninguna vialidad","Restricción en ninguna vialidad","Restricción en ninguna vialidad","Ninguna vialidad","Ninguna vialidad","2020","2020"
"0901600010730007","09","Ciudad de México","016","Miguel Hidalgo","0001","Miguel Hidalgo","0730","007","304","176","128","64","21.05","50","16.45","147","48.36","43","14.14","3","0.99","15.32","14.99","15.77","113","113","100.0","103","91.15","10","8.85","2.95","0.57","-1","0.97","102","99.03","103","100.0","103","100.0","103","100.0","1","1","1","1","1","3","3","2","1","3","1","1","3","2","2","3","3","Todas las vialidades","Todas las vialidades","Todas las vialidades","Todas las vialidades","Alguna vialidad","Todas las vialidades","Ninguna vialidad","Todas las vialidades","Todas las vialidades","Ninguna vialidad","Restricción en alguna vialidad","Restricción en alguna vialidad","Ninguna vialidad","Ninguna vialidad","2020","2020"
"0901600010980006","09","Ciudad de México","016","Miguel Hidalgo","0001","Miguel Hidalgo","0980","006","55","34","21","10","18.18","9","16.36","20","36.36","16","29.09","0","0.0","11.98","10.31","15.0","16","16","100.0","15","93.75","-1","6.25","3.67","0.46","0","0.0","15","100.0","15","100.0","15","100.0","15","100.0","1","2","2","1","1","3","3","2","2","3","1","2","2","3","3","3","3","Todas las vialidades","Alguna vialidad","Todas las vialidades","Todas las vialidades","Alguna vialidad","Alguna vialidad","Ninguna vialidad","Todas las vialidades","Alguna vialidad","Alguna vialidad","Restricción en ninguna vialidad","Restricción en ninguna vialidad","Ninguna vialidad","Ninguna vialidad","2020","2020"
"0901600010957002","09","Ciudad de México","016","Miguel Hidalgo","0001","Miguel Hidalgo","0957","002","5","4","-1","0","0.0","0","0.0","3","60.0","-1","40.0","0","0.0","12.6","11.75","16.0","9","9","100.0","3","33.33","6","66.67","1.67","0.63","0","0.0","3","100.0","3","100.0","3","100.0","3","100.0","1","2","2","1","1","3","3","2","3","3","1","2","3","3","3","3","3","Todas las vialidades","Alguna vialidad","Todas las vialidades","Todas las vialidades","Alguna vialidad","Ninguna vialidad","Ninguna vialidad","Todas las vialidades","Alguna vialidad","Ninguna vialidad","Restricción en ninguna vialidad","Restricción en ninguna vialidad","Ninguna vialidad","Ninguna vialidad","2020","2020"
"0901600010533001","09","Ciudad de México","016","Miguel Hidalgo","0001","Miguel Hidalgo","0533","001","7","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","-1.0","-1","-1.0","-1.0","-1.0","-1.0","5","-1","-1.0","-1","-1.0","-1","-1.0","-1.0","-1.0","-1","-1.0","-1","-1.0","-1","-1.0","-1","-1.0","-1","-1.0","1","1","1","1","1","2","3","1","2","2","2","1","2","3","3","3","3","Todas las vialidades","Todas las vialidades","Todas las vialidades","Todas las vialidades","Todas las vialidades","Alguna vialidad","Alguna vialidad","Alguna vialidad","Todas las vialidades","Alguna vialidad","Restricción en ninguna vialidad","Restricción en ninguna vialidad","Ninguna vialidad","Ninguna vialidad","2020","2020"
"0901600010815029","09","Ciudad de México","016","Miguel Hidalgo","0001","Miguel Hidalgo","0815","029","139","65","74","14","10.07","43","30.94","64","46.04","18","12.95","7","5.04","11.19","11.07","11.31","37","37","100.0","35","94.59","-1","5.41","3.97","0.97","-1","2.94","34","100.0","34","100.0","32","94.12","32","94.12","1","2","1","2","2","3","3","2","3","3","2","2","2","3","3","3","2","Todas las vialidades","Alguna vialidad","Alguna vialidad","Alguna vialidad","Alguna vialidad","Ninguna vialidad","Ninguna vialidad","Alguna vialidad","Alguna vialidad","Alguna vialidad","Restricción en ninguna vialidad","Restricción en ninguna vialidad","Ninguna vialidad","Alguna vialidad","2020","2020"
"0901600010622012","09","Ciudad de México","016","Miguel Hidalgo","0001","Miguel Hidalgo","0622","012","0","0","0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0.0","0.0","0.0","0","0","0.0","0","0.0","0","0.0","0.0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","1","1","1","1","1","2","3","1","1","2","1","1","2","3","3","2","2","Todas las vialidades","Todas las vialidades","Todas las vialidades","Todas las vialidades","Todas las vialidades","Todas las vialidades","Alguna vialidad","Todas las vialidades","Todas las vialidades","Alguna vialidad","Restricción en ninguna vialidad","Restricción en ninguna vialidad","Alguna vialidad","Alguna vialidad","2020","2020"
"0901500011040026","09","Ciudad de México","015","Cuauhtémoc","0001","Cuauhtémoc","1040","026","0","0","0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0.0","0.0","0.0","0","0","0.0","0","0.0","0","0.0","0.0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","1","1","1","1","1","2","3","1","1","2","1","1","3","3","3","3","3","Todas las vialidades","Todas las vialidades","Todas las vialidades","Todas las vialidades","Todas las vialidades","Todas las vialidades","Alguna vialidad","Todas las vialidades","Todas las vialidades","Ninguna vialidad","Restricción en ninguna vialidad","Restricción en ninguna vialidad","Ninguna vialidad","Ninguna vialidad","2020","2020"
"0901500011040009","09","Ciudad de México","015","Cuauhtémoc","0001","Cuauhtémoc","1040","009","88","43","45","14","15.91","24","27.27","36","40.91","14","15.91","8","9.09","10.26","9.82","10.61","52","52","100.0","40","76.92","12","23.08","2.2","0.74","0","0.0","40","100.0","39","97.5","40","100.0","40","100.0","1","3","3","1","1","3","3","1","1","2","2","1","3","3","3","3","3","Todas las vialidades","Ninguna vialidad","Todas las vialidades","Todas las vialidades","Todas las vialidades","Todas las vialidades","Alguna vialidad","Alguna vialidad","Todas las vialidades","Ninguna vialidad","Restricción en ninguna vialidad","Restricción en ninguna vialidad","Ninguna vialidad","Ninguna vialidad","2020","2020"
"0901500011178015","09","Ciudad de México","015","Cuauhtémoc","0001","Cuauhtémoc","1178","015","139","70","69","17","12.23","21","15.11","69","49.64","32","23.02","5","3.6","15.02","14.94","15.12","86","86","100.0","61","70.93","25","29.07","2.28","0.51","-1","-1.0","61","100.0","61","100.0","61","100.0","61","100.0","1","2","2","1","1","3","3","1","1","2","1","1","3","1","1","3","3","Todas las vialidades","Alguna vialidad","Todas las vialidades","Todas las vialidades","Todas las vialidades","Todas las vialidades","Alguna vialidad","Todas las vialidades","Todas las vialidades","Ninguna vialidad","Restricción en todas las vialidade","Restricción en todas las vialidade","Ninguna vialidad","Ninguna vialidad","2020","2020"
"0901600011029007","09","Ciudad de México","016","Miguel Hidalgo","0001","Miguel Hidalgo","1029","007","80","38","42","13","16.25","18","22.5","39","48.75","10","12.5","0","0.0","15.64","15.24","16.03","36","36","100.0","30","83.33","6","16.67","2.67","0.49","0","0.0","30","100.0","30","100.0","30","100.0","30","100.0","1","1","2","1","1","2","3","1","1","3","1","2","3","3","3","3","3","Todas las vialidades","Todas las vialidades","Todas las vialidades","Todas las vialidades","Todas las vialidades","Todas las vialidades","Ninguna vialidad","Todas las vialidades","Alguna vialidad","Ninguna vialidad","Restricción en ninguna vialidad","Restricción en ninguna vialidad","Ninguna vialidad","Ninguna vialidad","2020","2020"
"0901600010603009","09","Ciudad de México","016","Miguel Hidalgo","0001","Miguel Hidalgo","0603","009","17","11","6","-1","11.76","0","0.0","7","41.18","8","47.06","0","0.0","14.67","13.7","16.6","7","7","100.0","6","85.71","-1","14.29","2.83","0.53","0","0.0","6","100.0","6","100.0","6","100.0","6","100.0","1","1","1","1","2","3","3","2","1","2","2","2","2","3","3","3","3","Todas las vialidades","Todas las vialidades","Todas las vialidades","Alguna vialidad","Alguna vialidad","Todas las vialidades","Alguna vialidad","Alguna vialidad","Alguna vialidad","Alguna vialidad","Restricción en ninguna vialidad","Restricción en ninguna vialidad","Ninguna vialidad","Ninguna vialidad","2020","2020"
"0901500010748018","09","Ciudad de México","015","Cuauhtémoc","0001","Cuauhtémoc","0748","018","34","20","14","8","23.53","11","32.35","13","38.24","-1","5.88","-1","2.94","9.15","8.93","9.45","13","13","100.0","10","76.92","3","23.08","3.4","1.7","4","40.0","10","100.0","10","100.0","10","100.0","10","100.0","1","2","3","2","2","3","3","2","2","2","2","1","3","3","2","2","2","Todas las vialidades","Alguna vialidad","Alguna vialidad","Alguna vialidad","Alguna vialidad","Alguna vialidad","Alguna vialidad","Alguna vialidad","Todas las vialidades","Ninguna vialidad","Restricción en ninguna vialidad","Restricción en alguna vialidad","Alguna vialidad","Alguna vialidad","2020","2020"
"0901500010697006","09","Ciudad de México","015","Cuauhtémoc","0001","Cuauhtémoc","0697","006","3","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","-1.0","-1","-1.0","-1.0","-1.0","-1.0","1","-1","-1.0","-1","-1.0","-1","-1.0","-1.0","-1.0","-1","-1.0","-1","-1.0","-1","-1.0","-1","-1.0","-1","-1.0","1","1","1","1","1","3","3","1","1","2","1","1","2","3","3","3","2","Todas las vialidades","Todas las vialidades","Todas las vialidades","Todas las vialidades","Todas las vialidades","Todas las vialidades","Alguna vialidad","Todas las vialidades","Todas las vialidades","Alguna vialidad","Restricción en ninguna vialidad","Restricción en ninguna vialidad","Ninguna vialidad","Alguna vialidad","2020","2020"
"0901500011375013","09","Ciudad de México","015","Cuauhtémoc","0001","Cuauhtémoc","1375","013","193","96","97","19","9.84","26","13.47","100","51.81","48","24.87","11","5.7","14.48","13.59","15.38","101","101","100.0","88","87.13","13","12.87","2.19","0.54","0","0.0","88","100.0","88","100.0","88","100.0","88","100.0","1","2","1","1","1","3","3","1","1","2","1","1","2","3","3","2","2","Todas las vialidades","Alguna vialidad","Todas las vialidades","Todas las vialidades","Todas las vialidades","Todas las vialidades","Alguna vialidad","Todas las vialidades","Todas las vialidades","Alguna vialidad","Restricción en ninguna vialidad","Restricción en ninguna vialidad","Alguna vialidad","Alguna vialidad","2020","2020"
"0901500010729006","09","Ciudad de México","015","Cuauhtémoc","0001","Cuauhtémoc","0729","006","184","83","101","15","8.15","33","17.93","117","63.59","19","10.33","0","0.0","16.53","16.62","16.46","248","248","100.0","106","42.74","142","57.26","1.74","0.57","0","0.0","106","100.0","106","100.0","106","100.0","106","100.0","1","3","2","1","2","2","3","1","3","2","1","1","2","3","3","2","2","Todas las vialidades","Ninguna vialidad","Todas las vialidades","Alguna vialidad","Todas las vialidades","Ninguna vialidad","Alguna vialidad","Todas las vialidades","Todas las vialidades","Alguna vialidad","Restricción en ninguna vialidad","Restricción en ninguna vialidad","Alguna vialidad","Alguna vialidad","2020","2020"
"0901600010800038","09","Ciudad de México","016","Miguel Hidalgo","0001","Miguel Hidalgo","0800","038","33","18","15","12","36.36","5","15.15","16","48.48","0","0.0","0","0.0","14.43","13.7","15.09","8","8","100.0","8","100.0","0","0.0","4.13","0.92","0","0.0","8","100.0","8","100.0","8","100.0","8","100.0","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","Conjunto habitacional","Conjunto habitacional","Conjunto habitacional","Conjunto habitacional","Conjunto habitacional","Conjunto habitacional","Conjunto habitacional","Conjunto habitacional","Conjunto habitacional","Conjunto habitacional","Conjunto habitacional","Conjunto habitacional","Conjunto habitacional","Conjunto habitacional","2020","2020"
"0901600010942015","09","Ciudad de México","016","Miguel Hidalgo","0001","Miguel Hidalgo","0942","015","14","6","8","-1","7.14","5","35.71","4","28.57","4","28.57","0","0.0","14.46","11.8","16.13","4","4","100.0","4","100.0","0","0.0","3.5","0.67","0","0.0","4","100.0","4","100.0","4","100.0","4","100.0","1","1","2","1","1","3","3","1","1","3","2","2","3","3","3","3","3","Todas las vialidades","Todas las vialidades","Todas las vialidades","Todas las vialidades","Todas las vialidades","Todas las vialidades","Ninguna vialidad","Alguna vialidad","Alguna vialidad","Ninguna vialidad","Restricción en ninguna vialidad","Restricción en ninguna vialidad","Ninguna vialidad","Ninguna vialidad","2020","2020"
"0901500010803008","09","Ciudad de México","015","Cuauhtémoc","0001","Cuauhtémoc","0803","008","320","138","182","29","9.06","57","17.81","193","60.31","41","12.81","-1","0.63","15.6","15.18","15.93","229","229","100.0","173","75.55","56","24.45","1.85","0.6","0","0.0","173","100.0","173","100.0","173","100.0","173","100.0","1","1","2","1","1","2","3","1","3","2","1","1","2","3","3","3","2","Todas las vialidades","Todas las vialidades","Todas las vialidades","Todas las vialidades","Todas las vialidades","Ninguna vialidad","Alguna vialidad","Todas las vialidades","Todas las vialidades","Alguna vialidad","Restricción en ninguna vialidad","Restricción en ninguna vialidad","Ninguna vialidad","Alguna vialidad","2020","2020"
"0901600010891010","09","Ciudad de México","016","Miguel Hidalgo","0001","Miguel Hidalgo","0891","010","233","127","106","21","9.01","41","17.6","114","48.93","57","24.46","9","3.86","14.41","13.72","15.22","105","105","100.0","99","94.29","6","5.71","2.35","0.54","-1","-1.0","99","100.0","99","100.0","99","100.0","99","100.0","1","1","1","1","1","3","3","1","1","3","1","1","3","3","3","3","3","Todas las vialidades","Todas las vialidades","Todas las vialidades","Todas las vialidades","Todas las vialidades","Todas las vialidades","Ninguna vialidad","Todas las vialidades","Todas las vialidades","Ninguna vialidad","Restricción en ninguna vialidad","Restricción en ninguna vialidad","Ninguna vialidad","Ninguna vialidad","2020","2020"
"0901500011178014","09","Ciudad de México","015","Cuauhtémoc","0001","Cuauhtémoc","1178","014","97","55","42","16","16.49","16","16.49","49","50.52","16","16.49","5","5.15","14.31","14.18","14.47","47","47","100.0","37","78.72","10","21.28","2.62","0.71","0","0.0","37","100.0","37","100.0","37","100.0","37","100.0","1","2","2","1","1","3","3","1","2","2","1","1","2","1","1","2","2","Todas las vialidades","Alguna vialidad","Todas las vialidades","Todas las vialidades","Todas las vialidades","Alguna vialidad","Alguna vialidad","Todas las vialidades","Todas las vialidades","Alguna vialidad","Restricción en todas las vialidade","Restricción en todas las vialidade","Alguna vialidad","Alguna vialidad","2020","2020"
"0901500011055009","09","Ciudad de México","015","Cuauhtémoc","0001","Cuauhtémoc","1055","009","485","253","232","77","15.88","116","23.92","208","42.89","84","17.32","7","-1.0","12.0","11.75","12.27","204","204","100.0","170","83.33","34","16.67","2.85","0.81","5","2.94","170","100.0","170","100.0","169","99.41","170","100.0","1","2","2","1","1","3","2","1","1","2","1","1","2","3","3","2","3","Todas las vialidades","Alguna vialidad","Todas las vialidades","Todas las vialidades","Todas las vialidades","Todas las vialidades","Alguna vialidad","Todas las vialidades","Todas las vialidades","Alguna vialidad","Restricción en ninguna vialidad","Restricción en ninguna vialidad","Alguna vialidad","Ninguna vialidad","2020","2020"
"0901600011353007","09","Ciudad de México","016","Miguel Hidalgo","0001","Miguel Hidalgo","1353","007","74","33","41","19","25.68","19","25.68","34","45.95","-1","2.7","0","0.0","14.45","14.64","14.3","20","20","100.0","18","90.0","-1","10.0","4.11","0.78","0","0.0","18","100.0","18","100.0","18","100.0","18","100.0","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","Conjunto habitacional","Conjunto habitacional","Conjunto habitacional","Conjunto habitacional","Conjunto habitacional","Conjunto habitacional","Conjunto habitacional","Conjunto habitacional","Conjunto habitacional","Conjunto habitacional","Conjunto habitacional","Conjunto habitacional","Conjunto habitacional","Conjunto habitacional","2020","2020"
"0901500011002003","09","Ciudad de México","015","Cuauhtémoc","0001","Cuauhtémoc","1002","003","162","83","79","14","8.64","29","17.9","82","50.62","37","22.84","7","4.32","14.97","14.84","15.1","89","89","100.0","76","85.39","13","14.61","2.13","0.52","0","0.0","75","100.0","75","100.0","75","100.0","75","100.0","1","1","1","1","1","2","2","1","1","2","2","1","2","3","3","2","2","Todas las vialidades","Todas las vialidades","Todas las vialidades","Todas las vialidades","Todas las vialidades","Todas las vialidades","Alguna vialidad","Alguna vialidad","Todas las vialidades","Alguna vialidad","Restricción en ninguna vialidad","Restricción en ninguna vialidad","Alguna vialidad","Alguna vialidad","2020","2020"
"0901600010919012","09","Ciudad de México","016","Miguel Hidalgo","0001","Miguel Hidalgo","0919","012","0","0","0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0.0","0.0","0.0","0","0","0.0","0","0.0","0","0.0","0.0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","1","3","1","3","2","3","3","1","3","3","1","2","3","3","3","2","3","Todas las vialidades","Ninguna vialidad","Ninguna vialidad","Alguna vialidad","Todas las vialidades","Ninguna vialidad","Ninguna vialidad","Todas las vialidades","Alguna vialidad","Ninguna vialidad","Restricción en ninguna vialidad","Restricción en ninguna vialidad","Alguna vialidad","Ninguna vialidad","2020","2020"
"0901600010675001","09","Ciudad de México","016","Miguel Hidalgo","0001","Miguel Hidalgo","0675","001","503","269","234","72","14.31","69","13.72","290","57.65","72","14.31","20","3.98","15.77","15.14","16.51","274","274","100.0","232","84.67","42","15.33","2.17","0.43","0","0.0","230","100.0","230","100.0","230","100.0","230","100.0","1","1","1","1","1","2","3","2","1","2","1","1","2","3","3","3","3","Todas las vialidades","Todas las vialidades","Todas las vialidades","Todas las vialidades","Alguna vialidad","Todas las vialidades","Alguna vialidad","Todas las vialidades","Todas las vialidades","Alguna vialidad","Restricción en ninguna vialidad","Restricción en ninguna vialidad","Ninguna vialidad","Ninguna vialidad","2020","2020"
"0901600010656004","09","Ciudad de México","016","Miguel Hidalgo","0001","Miguel Hidalgo","0656","004","112","54","58","13","11.61","9","8.04","65","58.04","25","22.32","0","0.0","15.49","14.94","16.0","69","69","100.0","54","78.26","15","21.74","2.07","0.45","0","0.0","54","100.0","54","100.0","54","100.0","54","100.0","1","1","1","1","1","2","3","1","1","3","2","2","2","3","3","3","3","Todas las vialidades","Todas las vialidades","Todas las vialidades","Todas las vialidades","Todas las vialidades","Todas las vialidades","Ninguna vialidad","Alguna vialidad","Alguna vialidad","Alguna vialidad","Restricción en ninguna vialidad","Restricción en ninguna vialidad","Ninguna vialidad","Ninguna vialidad","2020","2020"
"0901500011318027","09","Ciudad de México","015","Cuauhtémoc","0001","Cuauhtémoc","1318","027","54","29","25","5","9.26","6","11.11","32","59.26","11","20.37","0","0.0","15.53","15.68","15.33","60","60","100.0","25","41.67","35","58.33","2.16","0.48","0","0.0","25","100.0","25","100.0","25","100.0","25","100.0","1","1","1","1","1","3","3","1","1","2","1","2","3","3","3","3","3","Todas las vialidades","Todas las vialidades","Todas las vialidades","Todas las vialidades","Todas las vialidades","Todas las vialidades","Alguna vialidad","Todas las vialidades","Alguna vialidad","Ninguna vialidad","Restricción en ninguna vialidad","Restricción en ninguna vialidad","Ninguna vialidad","Ninguna vialidad","2020","2020"
"0901600010849013","09","Ciudad de México","016","Miguel Hidalgo","0001","Miguel Hidalgo","0849","013","40","19","21","3","7.5","6","15.0","18","45.0","13","32.5","-1","5.0","14.65","14.22","15.05","12","12","100.0","10","83.33","-1","16.67","4.0","0.67","0","0.0","10","100.0","10","100.0","10","100.0","10","100.0","1","1","1","1","1","3","3","1","3","2","1","2","2","3","3","2","3","Todas las vialidades","Todas las vialidades","Todas las vialidades","Todas las vialidades","Todas las vialidades","Ninguna vialidad","Alguna vialidad","Todas las vialidades","Alguna vialidad","Alguna vialidad","Restricción en ninguna vialidad","Restricción en ninguna vialidad","Alguna vialidad","Ninguna vialidad","2020","2020"
"0901500010894003","09","Ciudad de México","015","Cuauhtémoc","0001","Cuauhtémoc","0894","003","331","189","142","46","13.9","93","28.1","133","40.18","59","17.82","7","2.11","12.45","12.33","12.6","127","127","100.0","109","85.83","18","14.17","3.04","0.89","-1","-1.0","109","100.0","109","100.0","109","100.0","109","100.0","1","1","1","2","2","2","3","1","1","2","1","1","2","3","3","2","2","Todas las vialidades","Todas las vialidades","Alguna vialidad","Alguna vialidad","Todas las vialidades","Todas las vialidades","Alguna vialidad","Todas las vialidades","Todas las vialidades","Alguna vialidad","Restricción en ninguna vialidad","Restricción en ninguna vialidad","Alguna vialidad","Alguna vialidad","2020","2020"
