experiment,label,revised_coverage_rate,global_coverage_rate,coverage_retention_vs_global,revised_runtime_s,global_runtime_s,runtime_reduction_vs_global,revised_w_mean_dist_m,global_w_mean_dist_m,w_distance_difference_vs_global_m
industrial,Industrial study area,0.7579,0.809,0.9368,2.51,9.37,0.7321,194.44,200.45,-6.01
