id,lat,lon,cluster,opened,cluster_solved
135,17.993123477339605,-92.9224913629598,0,True,0
378,17.99992408069563,-92.90813586253616,0,True,0
383,17.998232165011082,-92.92623548755437,0,True,0
397,17.990680214835525,-92.9235603187187,0,True,0
496,17.984564667201866,-92.92975217469258,0,True,0
595,18.008075142035697,-92.90354226759456,0,True,0
621,18.004532311953337,-92.93805880980814,0,True,0
718,18.012377877805196,-92.94069832188345,0,True,0
736,17.976502026241892,-92.927769807917,0,True,0
970,17.991819168471313,-92.93714052659746,0,True,0
1168,17.997410717517162,-92.92804998823644,0,True,0
1199,18.002423361565725,-92.9137229883664,0,True,0
1226,17.99630597215832,-92.93548518619332,0,True,0
218,18.00029576887634,-92.95437713651636,1,True,1
252,17.980175997218655,-92.95902497030724,1,True,1
278,17.993725959905156,-92.95585660461202,1,True,1
321,17.997869016012622,-92.94114296458864,1,True,1
492,17.998801650256976,-92.95007549094191,1,True,1
585,17.987599851995494,-92.94549762565084,1,True,1
747,18.014266957403557,-92.95847600442134,1,True,1
918,18.012320110939108,-92.95139500455784,1,True,1
1092,17.9774005104954,-92.95618499702512,1,True,1
1112,17.980244779772534,-92.95379610936791,1,True,1
1157,17.997941327800124,-92.95630222691028,1,True,1
1181,17.973114200536855,-92.95218064783698,1,True,1
1195,17.99058791376991,-92.9557309356672,1,True,1
196,17.983326504338304,-92.90635889458524,2,True,2
460,17.980926739568876,-92.9112504972802,2,True,2
548,17.978218789918003,-92.9166905130994,2,True,2
701,17.97607899071451,-92.90893843080528,2,True,2
988,17.99489818311808,-92.9084908340938,2,True,2
1255,17.97367465854504,-92.90478896257711,2,True,2
260,18.013760157241343,-92.89821768754145,3,True,3
271,18.022411376150387,-92.89966598272056,3,True,3
328,18.024023592630325,-92.89536084513004,3,True,3
787,18.018626737719146,-92.89886082429734,3,True,3
901,18.025535507183815,-92.89985877683468,3,True,3
1190,18.02098682799758,-92.90458760309892,3,True,3
212,18.01473160105976,-92.94725348884562,4,True,4
246,18.027190432659967,-92.91592113284412,4,True,4
612,18.019736487121783,-92.92244698018024,4,True,4
1012,18.0216347438369,-92.91645435246768,4,True,4
