lat,lon,segmento,POBTOT,oxxo_presente,MCA1,MCA1_weight,es_candidato,segmento_gmm,node_id,graph_node
25.673922394569274,-100.26018103163665,3,83,0,0.1904043923895829,0.9873222969234454,False,3,0,1038727763
25.6737808304342,-100.25258657131378,3,116,0,0.13601651595590208,0.9730781686364092,False,3,1,1040458471
25.65762508190836,-100.31449217518016,2,57,0,0.16483682808493708,0.9806261784164744,False,2,2,4468143780
25.628850474292793,-100.26826056814745,4,39,0,0.20273270724948986,0.9905510697666289,True,4,3,1014144320
25.63415025280789,-100.29627171452192,1,150,0,0.17025894120006166,0.9820462242035687,True,1,4,8144749794
25.621917831093604,-100.29959339998086,1,40,0,0.16927089214148003,0.981787455182471,False,1,5,1682145291
25.615860320134903,-100.29787272841922,1,5,0,-0.28025107953630607,0.8640581182000365,True,1,6,1682144318
25.640542022141606,-100.30034474692995,1,101,0,0.20666242172760024,0.9915802579024422,True,1,7,5136028367
25.659165502387882,-100.30491460807461,2,55,0,0.15188233677020638,0.9772334106108528,True,2,8,6990413894
25.63408280354899,-100.29291465650122,1,150,0,0.20464020517700077,0.9910506414904826,True,1,9,1693984595
25.613251657140296,-100.27046020302545,5,94,0,0.22214854648614668,0.9956360578746798,True,5,10,8753196768
25.636815586840484,-100.30046796368057,1,135,0,0.17671699546119976,0.9837375818996622,True,1,11,3526074776
25.641314797934736,-100.29868663309797,1,106,0,0.22393086139316506,0.9961028442956282,True,1,12,1682317598
25.61503591880554,-100.2875612294663,1,0,0,-0.07358777512225083,0.9181830227435359,True,1,13,1681033438
25.65409460649618,-100.30710388573601,2,0,0,-0.15632572481264043,0.8965140397481559,False,2,14,8666540961
25.660753489887856,-100.31894731058183,2,22,0,0.006222546943196125,0.939085263108006,False,2,15,1749470225
25.677685259803525,-100.30009772725863,0,24,0,0.17955310888435277,0.9844803570562771,True,0,16,344482578
25.653228233676153,-100.30901491680966,2,24,0,0.14269365600622125,0.9748269046728902,True,2,17,1423289200
25.687260388096156,-100.31262360923971,0,142,0,0.17999852991719928,0.9845970123616437,False,0,18,3238052872
25.66103880150343,-100.26465996647427,3,112,0,0.20799557977236105,0.9919294106081858,True,3,19,1169461478
25.66524853690999,-100.2594137296251,4,104,0,0.20483387406736442,0.9911013631714976,True,4,20,1061440636
25.6905539103363,-100.2888083709003,0,37,0,0.12233287603719555,0.9694944375695539,False,0,21,1135032759
25.67625273039972,-100.31086713975425,0,72,0,0.06544950184680906,0.9545967410147832,False,0,22,7962473761
25.661801489211562,-100.31972100292437,2,44,1,0.17885002653339094,0.9842962205196049,False,2,23,958421035
25.658721761639026,-100.28699598833705,2,143,0,0.20438470737661635,0.9909837268822212,False,2,24,1681823790
25.68777018213456,-100.28983651427413,0,61,0,0.21439055950973238,0.9936042491520879,False,0,25,1135026215
25.63371174765695,-100.29549665431922,1,39,0,0.17085876459525573,0.9822033173270909,True,1,26,1423289157
25.686944124334723,-100.30470616719818,0,104,0,0.22606369324324316,0.9966614307395067,True,0,27,6967662628
25.63906513682475,-100.30901151952237,1,37,0,0.21140460862014415,0.9928222317188103,False,1,28,6464914712
25.679208848550502,-100.2533666511918,3,56,0,0.16584619107975035,0.9808905295353094,False,3,29,8021914794
25.62699386707766,-100.26523388256403,5,63,0,-3.3333130208127044,0.06446437026547519,True,5,30,7044550297
25.643284836154425,-100.31468682470494,1,25,0,0.16099012701160967,0.9796187314050587,True,1,31,3223825467
25.636250658843835,-100.31650467302136,1,107,0,0.1008141583773286,0.9638587077889766,True,1,32,1726298544
25.655358979853684,-100.31497053162732,2,0,0,-0.17038217195777391,0.8928326708563338,True,2,33,1354262539
25.638830943390197,-100.33474598953534,1,112,0,0.20429261933369874,0.9909596091195315,True,1,34,1370835686
25.629256806405127,-100.28725520186889,1,61,0,0.20909162513699858,0.992216463749548,True,1,35,4775839017
25.622238413739755,-100.27916711745193,1,68,0,0.127831560985035,0.9709345374400191,False,1,36,356304135
25.693942822289397,-100.27514537232058,0,75,0,0.21085000400530557,0.992676981346846,True,0,37,1836959330
25.660907030287426,-100.29966816395557,2,0,0,-0.42303161593145533,0.8266640441772296,False,2,38,958406017
25.643431366681693,-100.29649385072042,2,0,0,-0.06710881349476523,0.919879856057137,False,2,39,4547211603
25.64435463743869,-100.29348049610424,2,103,0,-3.30758144613505,0.07120344291860384,False,2,40,932278593
25.66433744793263,-100.29607609608797,2,0,0,-0.06667448545931552,0.9199936061180195,False,2,41,1878002510
25.6888046621878,-100.31289194111399,0,28,0,0.1794537014641442,0.9844543223562855,True,0,42,4587724446
25.670594341708785,-100.26209957052522,3,63,0,0.1788568349169551,0.9842980036281813,False,3,43,1040478960
25.685734727796575,-100.30866572560763,0,26,0,0.20400593132562642,0.9908845258283073,False,0,44,2313663677
25.67600360217926,-100.26368451019452,3,20,0,-0.12855004561281108,0.9037884612502414,True,3,45,1037949910
25.63282925933348,-100.2844205225283,1,4,0,-0.06608863379174436,0.9201470400606047,True,1,46,5800226424
25.647067249701227,-100.30683045215463,2,69,0,0.20910551145561043,0.9922201005619539,True,2,47,1682318538
25.665792510124053,-100.29931349688285,2,62,0,0.202665473023852,0.9905334611928426,False,2,48,1816539671
25.6614081837476,-100.2504316460678,4,68,0,0.20230783830467278,0.9904397970317477,True,4,49,1682429627
25.617492862948573,-100.2610979615538,5,65,0,0.18316338232206136,0.9854258839157549,True,5,50,1815181027
25.65069329089973,-100.2739893800924,2,67,0,0.17071893514463027,0.9821666961393627,False,2,51,1174051746
25.641985804809035,-100.26458977224426,4,84,0,0.206503730147641,0.9915386967426538,True,4,52,1682150605
25.639297783272735,-100.33670563636363,1,140,0,0.11386121839777234,0.9672757192423742,True,1,53,411855205
25.66299677228721,-100.32163417975748,2,192,0,0.21626560802441747,0.9940953224084625,False,2,54,8006507210
25.676419974694355,-100.32832184056545,0,0,0,-0.06608863379174436,0.9201470400606047,False,0,55,8647429483
25.614655875592568,-100.2639944101809,5,0,0,-3.54957087017342,0.007826664376576588,True,5,56,2376014320
25.656577137823973,-100.32302654547365,2,497,0,0.20806832229055378,0.9919484617980648,True,2,57,1682319207
25.648627238753182,-100.29669280651635,2,98,0,0.23152550514090367,0.9980918735964696,False,2,58,340299779
25.64996382839122,-100.30042106764795,2,146,0,0.1496870566444885,0.9766584690285162,False,2,59,356299856
25.6583121917699,-100.30025577562654,2,79,0,0.2009737298317552,0.9900903954098581,False,2,60,8718429080
25.63738968287514,-100.26180341679648,4,172,0,0.21483098723437669,0.9937195967152281,True,4,61,1811653980
25.686610536235133,-100.26014848632755,3,95,0,0.16293406019122153,0.9801278454835535,True,3,62,4357499553
25.639490883575387,-100.27710282785523,1,37,0,0.13655830168830077,0.9732200617563913,True,1,63,1682150009
25.68998241210968,-100.27619518592059,0,76,0,0.17203236977489825,0.9825106833033586,True,0,64,1269388090
25.65436349726391,-100.32127288104913,2,71,0,0.2113122347028856,0.992798039085928,True,2,65,8731910948
25.655373109802042,-100.29435899937242,2,108,0,0.19177332082845194,0.9876808178582128,False,2,66,7511803320
25.623526528332768,-100.27653241613541,1,201,0,0.17660791334296527,0.9837090134063171,True,1,67,1682145660
