experiment,label,revised_coverage_rate,global_coverage_rate,coverage_retention_vs_global,revised_runtime_s,global_runtime_s,runtime_reduction_vs_global,revised_w_mean_dist_m,global_w_mean_dist_m,w_distance_difference_vs_global_m
student,Tecnológico de Monterrey student area,0.4777,0.4783,0.9987,27.52,76.31,0.6394,227.78,228.99,-1.21
