i,p,dist_m,uncovered,cluster_solved,lat_i,lon_i,cluster_i,w_i,lat_p,lon_p,cluster_p
1,,,1,0,19.428050278421388,-99.20403326723725,0,13.347194795763071,,,
4,,,1,0,19.431216610618105,-99.20254647270758,0,52.62884713457448,,,
31,716.0,230.90557513915488,0,0,19.4182929740918,-99.211105630746,0,187.6935969234289,19.417713094482842,-99.21303736002233,0.0
32,771.0,265.41693344917417,0,0,19.437985572899194,-99.21302107843073,0,586.014765785563,19.436257842629185,-99.21044473112129,0.0
34,807.0,219.30863597137335,0,0,19.42106621754626,-99.21028289423047,0,475.61380733984555,19.420206171072312,-99.20975598783929,0.0
39,716.0,128.86185159757125,0,0,19.41839386430672,-99.21169734870739,0,38.58121182167939,19.417713094482842,-99.21303736002233,0.0
43,,,1,0,19.42085550321783,-99.2137882656019,0,475.68383732686453,,,
44,,,1,0,19.41092228958711,-99.19997914658452,0,16.171332981941376,,,
51,352.0,322.44485197700845,0,0,19.434470057386687,-99.20591460097373,0,115.60546742411276,19.432766383183566,-99.20801232577838,0.0
56,,,1,0,19.418722468485594,-99.19907298299815,0,117.85163270013773,,,
60,352.0,247.52658509576491,0,0,19.430873033988984,-99.2092635860425,0,101.82996165490896,19.432766383183566,-99.20801232577838,0.0
72,,,1,0,19.42247299095254,-99.21161829126574,0,5.524982951350735,,,
73,,,1,0,19.42796898522748,-99.20039112778805,0,7.57852358629232,,,
88,,,1,0,19.429004479842586,-99.20379172477492,0,49.68929165604847,,,
100,989.0,241.90027540805332,0,0,19.431820297444677,-99.21280528104863,0,750.4569000430861,19.430388099250766,-99.21237958526943,0.0
105,,,1,0,19.41320610767945,-99.20390452586444,0,422.510718750311,,,
119,929.0,201.43627218224105,0,0,19.425145132528694,-99.21004703432043,0,467.62699997750735,19.424669885030166,-99.21191172827872,0.0
123,807.0,324.1529365345178,0,0,19.41964841273302,-99.20655163712182,0,329.5561002892123,19.420206171072312,-99.20975598783929,0.0
129,,,1,0,19.439624404747473,-99.20515835778419,0,42.75694626945252,,,
135,,,1,0,19.421371035164746,-99.2119786901736,0,2.1347067379130564,,,
140,,,1,0,19.43132418346662,-99.20434094902274,0,112.77646794673029,,,
148,,,1,0,19.4235234853241,-99.20769583542634,0,27.017719336462704,,,
152,,,1,0,19.42024736927719,-99.2123789530969,0,6.122907715107321,,,
167,572.0,204.91495131411602,0,0,19.425002303495564,-99.20332357594721,0,123.17586860758983,19.425888722178193,-99.20366897664033,0.0
173,,,1,0,19.432686946858897,-99.21440289112769,0,54.139281028347796,,,
175,807.0,215.0692606532298,0,0,19.4193828511301,-99.20862388993247,0,115.37713413249418,19.420206171072312,-99.20975598783929,0.0
178,572.0,253.28215064711986,0,0,19.42456579904038,-99.20608190935125,0,5.187172697285019,19.425888722178193,-99.20366897664033,0.0
184,807.0,332.74935681677846,0,0,19.418974990389316,-99.20772574363006,0,138.05165891761226,19.420206171072312,-99.20975598783929,0.0
186,,,1,0,19.42953657036568,-99.20132296622937,0,20.21135262517704,,,
203,,,1,0,19.42255468252572,-99.20814506785192,0,31.739756311659946,,,
211,,,1,0,19.408916744502125,-99.21118914184717,0,864.9944325955286,,,
215,,,1,0,19.427483787521115,-99.20674568933802,0,94.45162866110702,,,
216,716.0,193.94508688932922,0,0,19.419267829316333,-99.2127376488356,0,120.30847540059594,19.417713094482842,-99.21303736002233,0.0
239,,,1,0,19.4276403080608,-99.21370313326582,0,69.03544888322467,,,
241,771.0,309.0420205804665,0,0,19.437712707139188,-99.20960097765258,0,51.67093820440549,19.436257842629185,-99.21044473112129,0.0
244,807.0,82.17006575449433,0,0,19.41980393603152,-99.210386361296,0,143.18564867653427,19.420206171072312,-99.20975598783929,0.0
245,,,1,0,19.41309750739454,-99.19715745147994,0,242.9611766060223,,,
248,771.0,324.12090907045524,0,0,19.43755059477042,-99.20718621541471,0,4.633268891028107,19.436257842629185,-99.21044473112129,0.0
251,716.0,252.77638754986427,0,0,19.41869074505587,-99.2143631767701,0,191.14115851805397,19.417713094482842,-99.21303736002233,0.0
252,,,1,0,19.4404201678924,-99.21247683839609,0,182.3701355481297,,,
267,352.0,98.17073692212828,0,0,19.433000692553577,-99.20733994311469,0,48.18900863619412,19.432766383183566,-99.20801232577838,0.0
319,,,1,0,19.42727395763007,-99.2077678853818,0,2.1140654263244927,,,
324,807.0,82.17006575449433,0,0,19.419295603885793,-99.2097890049892,0,201.5052067465938,19.420206171072312,-99.20975598783929,0.0
328,,,1,0,19.43916709197927,-99.20808632583967,0,70.36282368401582,,,
341,,,1,0,19.426030875932017,-99.21061080067604,0,202.90288005261812,,,
348,,,1,0,19.42823254197928,-99.21464156170758,0,4.0430151783080035,,,
349,,,1,0,19.413037502742068,-99.20202406861524,0,0.0,,,
352,,,1,0,19.427373669120396,-99.20947785055776,0,63.34820141456875,,,
358,,,1,0,19.421005655260927,-99.2054563571218,0,45.19536534843482,,,
373,,,1,0,19.43929325131628,-99.2091099566576,0,6.186577116156071,,,
387,807.0,144.5562524850683,0,0,19.418872922339094,-99.20921250905357,0,212.6768769183411,19.420206171072312,-99.20975598783929,0.0
389,,,1,0,19.42460104851396,-99.20792040980061,0,94.1194432828421,,,
396,352.0,0.0,0,0,19.432766383183566,-99.20801232577838,0,99.70260840277531,19.432766383183566,-99.20801232577838,0.0
399,,,1,0,19.434036528522213,-99.21323112382217,0,88.97835797198174,,,
402,,,1,0,19.408241457068605,-99.2077394940099,0,536.3369041922094,,,
405,,,1,0,19.419352877458113,-99.20470156366075,0,134.67788349522615,,,
406,,,1,0,19.429748948603304,-99.2021917123338,0,1066.7139587298693,,,
411,929.0,22.14003175983056,0,0,19.423548688733195,-99.21165418972552,0,208.83759193427196,19.424669885030166,-99.21191172827872,0.0
413,807.0,298.78969265139796,0,0,19.418500676806158,-99.20818212084413,0,4.248768646305078,19.420206171072312,-99.20975598783929,0.0
415,,,1,0,19.423804357905453,-99.20132934662847,0,91.28440706776863,,,
424,929.0,205.26093031067634,0,0,19.423082262435557,-99.21338709447319,0,270.64430044398097,19.424669885030166,-99.21191172827872,0.0
429,716.0,93.75703733343082,0,0,19.418442913913346,-99.2129423048947,0,670.5636157532689,19.417713094482842,-99.21303736002233,0.0
431,,,1,0,19.43533110883528,-99.21177125276535,0,39.13136273398122,,,
432,771.0,339.607135549992,0,0,19.43647305046226,-99.21222255537687,0,68.72903404463841,19.436257842629185,-99.21044473112129,0.0
448,771.0,228.61175501373643,0,0,19.436416521228626,-99.2075284604386,0,238.502956723903,19.436257842629185,-99.21044473112129,0.0
452,,,1,0,19.42397269025989,-99.20967208755948,0,452.25808356559537,,,
461,352.0,263.97381096529995,0,0,19.431390851266684,-99.20710262311167,0,600.8836501511103,19.432766383183566,-99.20801232577838,0.0
469,,,1,0,19.42788644781622,-99.20988252766033,0,4.217777309211179,,,
477,,,1,0,19.431354555863358,-99.20373033645662,0,149.30056851642615,,,
483,,,1,0,19.430431703716724,-99.21493875270436,0,47.90535932490107,,,
485,352.0,278.2822478094309,0,0,19.432349367036405,-99.20901196846924,0,410.6857944790937,19.432766383183566,-99.20801232577838,0.0
