id,lat,lon,cluster,opened,cluster_solved
18,19.42052100303434,-99.17492824276279,6,1,6
499,19.418913959224614,-99.17327632826905,6,1,6
503,19.42433030857124,-99.16929576459198,6,1,6
521,19.419867061254497,-99.16899388195834,6,1,6
901,19.423904144583133,-99.17233703887673,6,1,6
997,19.42895760284281,-99.17494861092241,6,1,6
1131,19.421375837964547,-99.16935429380902,6,1,6
