i,p,dist_m,uncovered,cluster_solved,lat_i,lon_i,cluster_i,w_i,lat_p,lon_p,cluster_p
2,465.0,254.39391408077242,0,8,19.437544131192464,-99.17770050296264,8,134.95789104368447,19.43845932849522,-99.17706373838172,8.0
8,449.0,251.8042198142602,0,8,19.42984239149753,-99.17942018270762,8,344.5448250872798,19.43012726626236,-99.17662420375868,8.0
37,465.0,309.6146037878692,0,8,19.435962143203337,-99.1770324263328,8,45.52736479364491,19.43845932849522,-99.17706373838172,8.0
49,143.0,289.13220234823046,0,8,19.43405696757909,-99.18173712147717,8,104.39903567519477,19.436501578241458,-99.18283794532205,8.0
58,367.0,238.6944023346041,0,8,19.43209118240911,-99.18175826657608,8,257.7914265597589,19.430786937749644,-99.18040573760334,8.0
117,1039.0,266.47483595168967,0,8,19.439895075564113,-99.17996681580577,8,136.7174410854475,19.43980926436655,-99.18137675318029,8.0
118,709.0,166.30448415934933,0,8,19.433851237409804,-99.17750491910672,8,191.34857285715375,19.434215925894367,-99.17804664584669,8.0
133,183.0,0.0,0,8,19.434343428131413,-99.17363070141512,8,73.1565152459638,19.434343428131413,-99.17363070141512,8.0
136,,,1,8,19.432032877682943,-99.17481138383675,8,31.150576788385926,,,
154,709.0,288.6031194591629,0,8,19.433339423712326,-99.17998399145509,8,403.06432649954326,19.434215925894367,-99.17804664584669,8.0
170,183.0,89.86526853826206,0,8,19.433942253132102,-99.17420782465373,8,292.40443594959004,19.434343428131413,-99.17363070141512,8.0
171,709.0,265.4629735065124,0,8,19.432770299025872,-99.18040423807308,8,189.48758615006986,19.434215925894367,-99.17804664584669,8.0
172,709.0,288.6031194591629,0,8,19.433381498675658,-99.18077120339878,8,202.18512488919228,19.434215925894367,-99.17804664584669,8.0
201,449.0,78.95480586316253,0,8,19.428625116930476,-99.17613056191982,8,357.24729329191035,19.43012726626236,-99.17662420375868,8.0
232,183.0,282.7048024041088,0,8,19.4350210406621,-99.17607675125339,8,125.8849158356479,19.434343428131413,-99.17363070141512,8.0
234,60.0,359.2686445404888,0,8,19.432180371253985,-99.17416365597141,8,16.637882746839285,19.432095341068464,-99.17157280234765,10.0
235,709.0,183.67486105740144,0,8,19.432825415644906,-99.17735789490365,8,11.529556025026936,19.434215925894367,-99.17804664584669,8.0
253,367.0,170.89058302385226,0,8,19.432044611600425,-99.1802235093248,8,111.32598393411857,19.430786937749644,-99.18040573760334,8.0
294,143.0,79.33062552543382,0,8,19.435608370553158,-99.18237066404319,8,134.44528897774657,19.436501578241458,-99.18283794532205,8.0
300,,,1,8,19.43724233533865,-99.18232823285169,8,0.7843161478040093,,,
301,183.0,53.9135265229539,0,8,19.43373420899962,-99.1729009507399,8,14.509038983520115,19.434343428131413,-99.17363070141512,8.0
333,367.0,321.1472800168195,0,8,19.431954449510755,-99.1829682180726,8,29.778796167143398,19.430786937749644,-99.18040573760334,8.0
334,449.0,139.22778226656447,0,8,19.428762069345527,-99.17553764183045,8,280.08623161658,19.43012726626236,-99.17662420375868,8.0
340,465.0,352.7178779304314,0,8,19.437542747052735,-99.17904679169467,8,14.695386131909526,19.43845932849522,-99.17706373838172,8.0
