i,p,dist_m,uncovered,cluster_solved,lat_i,lon_i,cluster_i,w_i,lat_p,lon_p,cluster_p
9,20.0,202.03992983178165,0,3,19.417833934324744,-99.1485881599041,3,59.25520340782255,19.418796358256742,-99.14971613091409,3.0
12,46.0,143.2311807906764,0,3,19.41538797186792,-99.15326363939913,3,93.01515521169605,19.416343589241453,-99.15482471482393,3.0
27,15.0,113.50108937591675,0,3,19.412609743163593,-99.14021495444126,3,124.05990203578375,19.413691429565468,-99.14008869126566,3.0
50,512.0,215.13563174739224,0,3,19.417224998397018,-99.14126047856594,3,89.26214921568516,19.416266158100782,-99.13937241358089,3.0
57,61.0,213.94531334469679,0,3,19.414536644139947,-99.13692723236878,3,39.76258218260814,19.4130598954839,-99.13787738973387,3.0
63,61.0,235.35331230184067,0,3,19.412463980827674,-99.13798014484065,3,12.545963302983992,19.4130598954839,-99.13787738973387,3.0
70,52.0,280.8454712499581,0,3,19.415778359743932,-99.14866318738652,3,33.99135924106835,19.4153872005342,-99.15051820001968,3.0
94,528.0,59.66566778901346,0,3,19.411105035392726,-99.13630459782047,3,250.1878165189877,19.411626448105164,-99.1362084456869,3.0
97,12.0,154.10053838493522,0,3,19.421435273293287,-99.15085450570022,3,3.540640538587565,19.42009708498874,-99.15001896770497,3.0
111,512.0,310.5447579879063,0,3,19.417394585088545,-99.14276029969648,3,170.9137660113476,19.416266158100782,-99.13937241358089,3.0
124,76.0,285.5004411015217,0,3,19.41155225825684,-99.14289531749573,3,62.655181743912294,19.410887544027474,-99.14045920034901,3.0
143,30.0,170.85627955642792,0,3,19.41177650035303,-99.14643245402772,3,395.9064258523124,19.411268902931926,-99.14651329386643,3.0
153,12.0,0.0,0,3,19.42009708498874,-99.15001896770497,3,53.74246302795695,19.42009708498874,-99.15001896770497,3.0
185,46.0,249.9981345004275,0,3,19.41610463336771,-99.15590729611077,3,47.92571119286255,19.416343589241453,-99.15482471482393,3.0
189,44.0,288.2807872948964,0,3,19.41568390141349,-99.14573667418674,3,225.95387446377947,19.413748405568704,-99.14468979511153,3.0
194,528.0,308.8001844575896,0,3,19.41071905477544,-99.1349337503428,3,5.874923021757899,19.411626448105164,-99.1362084456869,3.0
196,44.0,226.79349198154432,0,3,19.415599061720606,-99.14445739654838,3,152.36874967738459,19.413748405568704,-99.14468979511153,3.0
199,46.0,184.27213384558883,0,3,19.417225429601586,-99.15344970824275,3,151.321878326,19.416343589241453,-99.15482471482393,3.0
207,71.0,0.0,0,3,19.413691429565468,-99.14008869126566,3,26.304305212708005,19.414392613808264,-99.14252479045824,3.0
208,456.0,350.6806381325149,0,3,19.41383980721014,-99.13651454984559,3,7.155489259942647,19.413840272924794,-99.13407174444782,3.0
210,456.0,350.6806381325149,0,3,19.413393103656556,-99.13614970375845,3,297.8104449061855,19.413840272924794,-99.13407174444782,3.0
213,83.0,269.2423223311829,0,3,19.415046446277998,-99.15019284743951,3,17.962708208000905,19.416155133629438,-99.15177698382921,3.0
218,561.0,310.9076168243432,0,3,19.413539729071555,-99.15415856612834,3,54.51847469462321,19.41287456492716,-99.15205995414597,3.0
221,18.0,94.51090952708255,0,3,19.418535876701945,-99.14673823428141,3,111.65880288606863,19.41755754374776,-99.14695199520877,3.0
262,61.0,76.91634644181688,0,3,19.412027098968096,-99.13615172258073,3,140.16793312346906,19.4130598954839,-99.13787738973387,3.0
264,18.0,0.0,0,3,19.41755754374776,-99.14695199520877,3,20.835615739837866,19.41755754374776,-99.14695199520877,3.0
270,55.0,154.10053838493522,0,3,19.421301620066597,-99.15039326315846,3,52.75941536997731,19.420195447500323,-99.15122931432252,3.0
286,61.0,266.88411432672507,0,3,19.41403851440691,-99.13776076197047,3,215.78916466718277,19.4130598954839,-99.13787738973387,3.0
297,13.0,149.9952478378067,0,3,19.420473652444898,-99.14924159631269,3,205.61983533814126,19.42180174434837,-99.14887036775616,3.0
304,20.0,0.0,0,3,19.418796358256742,-99.14971613091409,3,199.02663946863493,19.418796358256742,-99.14971613091409,3.0
309,18.0,178.16882508110652,0,3,19.417688926321414,-99.1485206305092,3,266.17939450146315,19.41755754374776,-99.14695199520877,3.0
311,71.0,314.1203674730863,0,3,19.416286435535262,-99.14232722720605,3,138.86579995418884,19.414392613808264,-99.14252479045824,3.0
321,13.0,170.5444401646151,0,3,19.421939418772414,-99.15036867334382,3,113.3309161400952,19.42180174434837,-99.14887036775616,3.0
